source,target,edge_type
1004203000,1004208000,proximity
1004203000,1004204000,proximity
806402000,806410000,proximity
806402000,806413000,proximity
806402000,806408000,proximity
806402000,806406000,proximity
806402000,806409000,proximity
806402000,806414000,proximity
806402000,806418000,proximity
806402000,806412000,proximity
701235000,806402000,proximity
806402000,806407000,proximity
803734000,806402000,proximity
803719000,806402000,proximity
803720000,806402000,proximity
803721000,806402000,proximity
803708000,806402000,proximity
806402000,806405000,proximity
806402000,806404000,proximity
806402000,806403000,proximity
806402000,806417000,proximity
806402000,806416000,proximity
803731000,806402000,proximity
803724000,806402000,proximity
803730000,806402000,proximity
1402710000,1404404000,proximity
1401105000,1404404000,proximity
102932000,1404404000,proximity
102908000,1404404000,proximity
102929000,1404404000,proximity
102916000,1404404000,proximity
102915000,1404404000,proximity
102910000,1404404000,proximity
102917000,1404404000,proximity
1400114000,1404404000,proximity
1400127000,1404404000,proximity
1400116000,1404404000,proximity
1402703000,1404404000,proximity
1402704000,1404404000,proximity
1402709000,1404404000,proximity
1402706000,1404404000,proximity
1401111000,1404404000,proximity
1402702000,1404404000,proximity
1404404000,1404407000,proximity
1404404000,1404410000,proximity
1404404000,1404409000,proximity
1400126000,1404404000,proximity
1404404000,1404405000,proximity
1404404000,1404408000,proximity
1403215000,1404404000,proximity
1403214000,1404404000,proximity
1403206000,1404404000,proximity
1403208000,1404404000,proximity
1400104000,1404404000,proximity
1400105000,1404404000,proximity
1400120000,1404404000,proximity
702213000,702227000,proximity
702213000,702218000,proximity
702213000,702223000,proximity
702213000,702215000,proximity
702213000,702216000,proximity
702213000,702252000,proximity
702213000,702247000,proximity
702213000,702249000,proximity
702213000,702248000,proximity
702213000,702243000,proximity
702211000,702213000,proximity
702213000,702231000,proximity
702213000,702244000,proximity
702213000,702221000,proximity
702213000,702242000,proximity
1102503000,1108210000,proximity
1102503000,1108201000,proximity
1102503000,1108208000,proximity
1102503000,1102505000,proximity
1102503000,1108207000,proximity
1102503000,1600310000,proximity
1102503000,1600313000,proximity
1102503000,1606812000,proximity
1102503000,1600312000,proximity
1102503000,1606803000,proximity
1102503000,1600302000,proximity
307101000,331400000,proximity
300804000,307101000,proximity
307101000,307114000,proximity
307101000,307109000,proximity
307101000,307104000,proximity
305406000,307101000,proximity
307101000,307112000,proximity
305420000,307101000,proximity
307101000,307111000,proximity
307101000,307110000,proximity
305415000,307101000,proximity
307101000,307102000,proximity
306904000,307101000,proximity
307101000,307105000,proximity
306918000,307101000,proximity
307101000,307108000,proximity
305409000,307101000,proximity
307101000,307106000,proximity
306908000,307101000,proximity
306915000,307101000,proximity
307101000,307103000,proximity
306913000,307101000,proximity
1102317000,1102323000,proximity
1102323000,1108211000,proximity
1102323000,1130700000,proximity
1102323000,1108203000,proximity
1102315000,1102323000,proximity
1102303000,1102323000,proximity
1102323000,1108204000,proximity
1102319000,1102323000,proximity
1102323000,1108206000,proximity
1102318000,1102323000,proximity
1102323000,1108209000,proximity
1102314000,1102323000,proximity
1102322000,1102323000,proximity
1102323000,1108208000,proximity
1102323000,1102324000,proximity
1102305000,1102323000,proximity
1102323000,1108202000,proximity
1705306000,1705323000,proximity
1705306000,1705324000,proximity
1903632000,1903633000,proximity
1903623000,1903633000,proximity
1903614000,1903633000,proximity
1903633000,1908702000,proximity
1903631000,1903633000,proximity
1903607000,1903633000,proximity
1903633000,1903640000,proximity
1903630000,1903633000,proximity
1001307000,1903633000,proximity
1903611000,1903633000,proximity
1001316000,1903633000,proximity
1903633000,1903641000,proximity
1903628000,1903633000,proximity
1903612000,1903633000,proximity
1903620000,1903633000,proximity
1903633000,1903636000,proximity
1903618000,1903633000,proximity
1903609000,1903633000,proximity
1903622000,1903633000,proximity
1903626000,1903633000,proximity
1903627000,1903633000,proximity
1903629000,1903633000,proximity
1903619000,1903633000,proximity
1903616000,1903633000,proximity
1903621000,1903633000,proximity
1903624000,1903633000,proximity
1903613000,1903633000,proximity
1003514000,1903633000,proximity
1003521000,1903633000,proximity
1903617000,1903633000,proximity
1903625000,1903633000,proximity
1003516000,1903633000,proximity
1903610000,1903633000,proximity
1003523000,1903633000,proximity
1003517000,1903633000,proximity
1003513000,1903633000,proximity
1003520000,1903633000,proximity
1003510000,1903633000,proximity
1903633000,1903634000,proximity
1903606000,1903633000,proximity
1001320000,1903633000,proximity
1903633000,1903638000,proximity
1003512000,1903633000,proximity
1003507000,1903633000,proximity
1030900000,1903633000,proximity
1004316000,1903633000,proximity
1004318000,1903633000,proximity
1903606000,1903614000,proximity
1903606000,1903607000,proximity
1903606000,1903640000,proximity
1903606000,1903630000,proximity
1001307000,1903606000,proximity
1903606000,1903611000,proximity
1001316000,1903606000,proximity
1903606000,1903641000,proximity
1903606000,1903628000,proximity
1903606000,1903612000,proximity
1903606000,1903620000,proximity
1903606000,1903636000,proximity
1903606000,1903618000,proximity
1903606000,1903609000,proximity
1903606000,1903622000,proximity
1903606000,1903626000,proximity
1903606000,1903627000,proximity
1903606000,1903629000,proximity
1903606000,1903619000,proximity
1903606000,1903616000,proximity
1903606000,1903621000,proximity
1903606000,1903624000,proximity
1903606000,1903613000,proximity
1003514000,1903606000,proximity
1903606000,1903617000,proximity
1903606000,1903625000,proximity
1003516000,1903606000,proximity
1903606000,1903610000,proximity
1003523000,1903606000,proximity
1003517000,1903606000,proximity
1003513000,1903606000,proximity
1003520000,1903606000,proximity
1003510000,1903606000,proximity
1903606000,1903634000,proximity
1001320000,1903606000,proximity
1903606000,1903638000,proximity
1001311000,1903606000,proximity
1030500000,1903606000,proximity
1004321000,1903606000,proximity
1003507000,1903606000,proximity
1030900000,1903606000,proximity
1004316000,1903606000,proximity
1004318000,1903606000,proximity
1004320000,1903606000,proximity
102916000,1400103000,proximity
102915000,1400103000,proximity
102910000,1400103000,proximity
102909000,1400103000,proximity
102917000,1400103000,proximity
102911000,1400103000,proximity
102906000,1400103000,proximity
102927000,1400103000,proximity
102918000,1400103000,proximity
102922000,1400103000,proximity
102907000,1400103000,proximity
102904000,1400103000,proximity
1400103000,1400114000,proximity
102926000,1400103000,proximity
1400103000,1400119000,proximity
1400103000,1400127000,proximity
1400103000,1400116000,proximity
102913000,1400103000,proximity
102914000,1400103000,proximity
1400103000,1400121000,proximity
102934000,1400103000,proximity
102923000,1400103000,proximity
102921000,1400103000,proximity
102919000,1400103000,proximity
102928000,1400103000,proximity
102912000,1400103000,proximity
1400103000,1400123000,proximity
1400103000,1400117000,proximity
1400103000,1400118000,proximity
1400103000,1400124000,proximity
1400103000,1400112000,proximity
1400103000,1400107000,proximity
1400103000,1400108000,proximity
102920000,1400103000,proximity
1400103000,1400106000,proximity
1400103000,1400126000,proximity
1400103000,1404408000,proximity
1400103000,1403208000,proximity
1400103000,1400115000,proximity
1400103000,1400104000,proximity
1400103000,1400105000,proximity
1400103000,1400120000,proximity
1400103000,1400113000,proximity
1400103000,1400110000,proximity
1400103000,1400109000,proximity
1400103000,1400122000,proximity
1400103000,1400125000,proximity
1400103000,1400111000,proximity
102905000,1400103000,proximity
102930000,1400103000,proximity
102929000,1400104000,proximity
102916000,1400104000,proximity
102915000,1400104000,proximity
102910000,1400104000,proximity
102909000,1400104000,proximity
102917000,1400104000,proximity
102911000,1400104000,proximity
102906000,1400104000,proximity
102927000,1400104000,proximity
102918000,1400104000,proximity
102922000,1400104000,proximity
102907000,1400104000,proximity
102904000,1400104000,proximity
1400104000,1400114000,proximity
102926000,1400104000,proximity
1400104000,1400119000,proximity
1400104000,1400127000,proximity
1400104000,1400116000,proximity
102913000,1400104000,proximity
102914000,1400104000,proximity
1400104000,1400121000,proximity
1400104000,1400123000,proximity
1400104000,1400117000,proximity
1400104000,1400118000,proximity
1400104000,1400124000,proximity
1400104000,1400112000,proximity
1400104000,1400107000,proximity
1400104000,1400108000,proximity
1400104000,1400106000,proximity
1400104000,1404410000,proximity
1400104000,1404409000,proximity
1400104000,1400126000,proximity
1400104000,1404408000,proximity
1400104000,1403215000,proximity
1400104000,1403214000,proximity
1400104000,1403206000,proximity
1400104000,1403208000,proximity
1400104000,1400115000,proximity
1400104000,1400105000,proximity
1400104000,1400120000,proximity
1400104000,1400113000,proximity
1400104000,1400110000,proximity
1400104000,1400109000,proximity
1400104000,1400122000,proximity
1400104000,1400125000,proximity
1400104000,1400111000,proximity
1704002000,1704006000,proximity
1704002000,1704005000,proximity
1704002000,1705905000,proximity
1704002000,1704003000,proximity
1704002000,1704004000,proximity
405605000,405640000,proximity
405605000,405644000,proximity
405605000,405628000,proximity
405605000,405610000,proximity
405605000,405616000,proximity
405605000,501730000,proximity
405605000,501712000,proximity
405605000,405646000,proximity
405605000,405625000,proximity
405605000,405634000,proximity
405605000,405622000,proximity
405605000,405649000,proximity
405605000,405619000,proximity
405605000,405618000,proximity
405605000,405607000,proximity
405605000,405637000,proximity
405605000,501610000,proximity
603020000,607901000,proximity
603045000,607901000,proximity
603034000,607901000,proximity
604521000,607901000,proximity
604516000,607901000,proximity
604525000,607901000,proximity
604530000,607901000,proximity
607901000,607903000,proximity
607901000,607905000,proximity
604522000,607901000,proximity
604520000,607901000,proximity
607901000,607904000,proximity
607901000,607902000,proximity
604528000,607901000,proximity
607901000,631000000,proximity
603021000,607901000,proximity
603036000,607901000,proximity
603041000,607901000,proximity
603046000,607901000,proximity
603028000,607901000,proximity
603012000,607901000,proximity
604526000,607901000,proximity
603026000,607901000,proximity
603043000,607901000,proximity
603047000,607901000,proximity
603018000,607901000,proximity
604508000,607901000,proximity
603032000,607901000,proximity
603037000,607901000,proximity
603031000,607901000,proximity
603016000,607901000,proximity
603017000,607901000,proximity
603039000,607901000,proximity
603029000,607901000,proximity
603023000,607901000,proximity
701209000,701227000,proximity
701209000,701220000,proximity
701209000,701223000,proximity
701209000,701211000,proximity
701209000,701231000,proximity
701209000,701246000,proximity
701209000,701229000,proximity
701209000,701215000,proximity
701209000,701241000,proximity
701209000,701216000,proximity
701209000,701239000,proximity
701209000,701222000,proximity
701209000,701247000,proximity
701209000,701225000,proximity
701209000,701221000,proximity
701209000,701240000,proximity
701209000,701212000,proximity
701209000,701234000,proximity
701209000,701232000,proximity
701209000,701230000,proximity
701209000,701213000,proximity
701209000,701237000,proximity
701209000,701210000,proximity
701209000,701245000,proximity
701209000,701214000,proximity
701209000,701235000,proximity
701209000,701217000,proximity
701209000,701236000,proximity
701209000,701218000,proximity
701209000,701238000,proximity
701209000,701224000,proximity
701209000,701244000,proximity
701209000,701243000,proximity
701209000,701226000,proximity
701209000,702220000,proximity
701209000,702232000,proximity
701209000,702250000,proximity
701209000,731100000,proximity
701209000,731300000,proximity
701209000,730600000,proximity
701209000,702219000,proximity
701209000,702227000,proximity
1004306000,1600201000,proximity
1600201000,1600309000,proximity
1600201000,1600303000,proximity
1600201000,1600207000,proximity
1600201000,1600301000,proximity
1600201000,1630400000,proximity
1600201000,1600314000,proximity
1600201000,1600208000,proximity
1600201000,1600212000,proximity
1600201000,1600203000,proximity
1600201000,1600211000,proximity
1004308000,1600201000,proximity
1004319000,1600201000,proximity
1600201000,1600209000,proximity
1600201000,1600204000,proximity
1004317000,1600201000,proximity
105515000,307106000,proximity
105515000,306908000,proximity
105515000,306915000,proximity
105515000,307103000,proximity
105515000,306913000,proximity
105515000,306903000,proximity
105515000,105527000,proximity
105515000,307113000,proximity
105515000,105545000,proximity
105515000,306910000,proximity
105515000,306909000,proximity
105515000,306914000,proximity
105515000,105520000,proximity
105515000,105524000,proximity
105515000,105532000,proximity
105515000,105519000,proximity
105515000,105538000,proximity
105515000,105517000,proximity
105515000,105521000,proximity
105515000,105540000,proximity
105515000,105531000,proximity
105515000,105547000,proximity
105515000,105546000,proximity
105515000,105525000,proximity
105515000,105522000,proximity
105515000,105523000,proximity
105515000,105528000,proximity
105515000,105516000,proximity
105515000,105518000,proximity
105515000,105526000,proximity
105515000,105534000,proximity
105515000,105542000,proximity
105515000,105533000,proximity
105503000,105515000,proximity
103313000,105515000,proximity
103317000,105515000,proximity
105515000,105548000,proximity
105515000,105530000,proximity
105515000,105541000,proximity
600604000,600608000,proximity
600604000,603030000,proximity
600604000,603020000,proximity
600604000,603045000,proximity
600604000,601917000,proximity
600604000,600617000,proximity
600604000,601906000,proximity
600409000,600604000,proximity
600604000,600606000,proximity
600410000,600604000,proximity
600604000,600613000,proximity
600604000,603021000,proximity
600604000,600616000,proximity
600604000,603046000,proximity
600604000,603028000,proximity
600604000,603012000,proximity
600604000,600614000,proximity
600604000,603017000,proximity
600604000,600612000,proximity
600604000,603029000,proximity
600604000,603023000,proximity
600604000,600618000,proximity
600604000,603025000,proximity
600604000,603013000,proximity
600604000,600609000,proximity
201508000,201526000,proximity
201508000,201513000,proximity
201508000,201517000,proximity
201508000,1408103000,proximity
201508000,201516000,proximity
201508000,201525000,proximity
201508000,201510000,proximity
201508000,201514000,proximity
201508000,201523000,proximity
201508000,1408107000,proximity
1401105000,1401106000,proximity
1401105000,1401110000,proximity
1401105000,1401112000,proximity
205010000,1401105000,proximity
1401105000,1401107000,proximity
1401105000,1402710000,proximity
103308000,1401105000,proximity
103315000,1401105000,proximity
1401105000,1401114000,proximity
1401105000,1401108000,proximity
1401105000,1401109000,proximity
103318000,1401105000,proximity
102931000,1401105000,proximity
103319000,1401105000,proximity
102932000,1401105000,proximity
102908000,1401105000,proximity
102929000,1401105000,proximity
102915000,1401105000,proximity
102933000,1401105000,proximity
205013000,1401105000,proximity
205014000,1401105000,proximity
1401105000,1402705000,proximity
1401105000,1402703000,proximity
1401105000,1402704000,proximity
1401105000,1402709000,proximity
1401105000,1402706000,proximity
1401105000,1401111000,proximity
1401105000,1402702000,proximity
1401105000,1404407000,proximity
1401105000,1404410000,proximity
1401105000,1404409000,proximity
500505000,501705000,proximity
500513000,501705000,proximity
500512000,501705000,proximity
500504000,501705000,proximity
500508000,501705000,proximity
500507000,501705000,proximity
500514000,501705000,proximity
501705000,501723000,proximity
501705000,501716000,proximity
501705000,501706000,proximity
500518000,501705000,proximity
501705000,501722000,proximity
501705000,501732000,proximity
501705000,501731000,proximity
501705000,501725000,proximity
501705000,501728000,proximity
501705000,501721000,proximity
501705000,501713000,proximity
501705000,501709000,proximity
501705000,501736000,proximity
501705000,501724000,proximity
501705000,501710000,proximity
501705000,501720000,proximity
500506000,501705000,proximity
500503000,501705000,proximity
500502000,501705000,proximity
500516000,501705000,proximity
500509000,501705000,proximity
500517000,501705000,proximity
500510000,501705000,proximity
501705000,501729000,proximity
501705000,501714000,proximity
501705000,501733000,proximity
501705000,501708000,proximity
501705000,501715000,proximity
501705000,501717000,proximity
500513000,501706000,proximity
500512000,501706000,proximity
500504000,501706000,proximity
500508000,501706000,proximity
500507000,501706000,proximity
501706000,501727000,proximity
501706000,501726000,proximity
500514000,501706000,proximity
501706000,501723000,proximity
501706000,501716000,proximity
500518000,501706000,proximity
501706000,501722000,proximity
501706000,501732000,proximity
501706000,501731000,proximity
501706000,501725000,proximity
501706000,501728000,proximity
501706000,501721000,proximity
501706000,501713000,proximity
501706000,501709000,proximity
501706000,501736000,proximity
501706000,501724000,proximity
501706000,501710000,proximity
501706000,501720000,proximity
501706000,501718000,proximity
501706000,501707000,proximity
501706000,501734000,proximity
500517000,501706000,proximity
500510000,501706000,proximity
501706000,501733000,proximity
501706000,501708000,proximity
501706000,501715000,proximity
501706000,501717000,proximity
501706000,501737000,proximity
300803000,301405000,proximity
301405000,402108000,proximity
301405000,402120000,proximity
301405000,402105000,proximity
300806000,301405000,proximity
300810000,301405000,proximity
300811000,301405000,proximity
301405000,301409000,proximity
301405000,305412000,proximity
301405000,305410000,proximity
301405000,305422000,proximity
301405000,1381600000,proximity
301405000,301414000,proximity
301405000,301412000,proximity
301405000,301411000,proximity
301405000,301416000,proximity
301405000,301410000,proximity
301405000,301423000,proximity
300812000,301405000,proximity
300809000,301405000,proximity
300805000,301405000,proximity
300804000,301405000,proximity
301405000,305406000,proximity
301405000,403425000,proximity
301405000,1380800000,proximity
301405000,1381000000,proximity
301405000,1381500000,proximity
301405000,405809000,proximity
301405000,1381701000,proximity
301405000,402109000,proximity
301405000,402117000,proximity
301405000,402116000,proximity
301405000,402111000,proximity
301405000,1380200000,proximity
301405000,1381100000,proximity
301405000,1380600000,proximity
301405000,1380400000,proximity
301405000,1380900000,proximity
301405000,1380300000,proximity
301405000,405813000,proximity
301405000,405814000,proximity
301405000,1381200000,proximity
301405000,1380500000,proximity
301405000,405805000,proximity
301405000,1381400000,proximity
301405000,1380700000,proximity
301405000,405802000,proximity
301405000,1381300000,proximity
301405000,405811000,proximity
301405000,1380100000,proximity
301405000,405808000,proximity
301405000,301420000,proximity
301405000,301413000,proximity
301405000,301424000,proximity
301405000,301421000,proximity
301405000,305417000,proximity
301405000,301419000,proximity
301405000,305405000,proximity
301405000,301408000,proximity
301405000,301415000,proximity
301405000,301417000,proximity
301405000,301418000,proximity
301405000,301406000,proximity
301403000,301405000,proximity
301405000,301422000,proximity
301405000,305418000,proximity
301405000,305408000,proximity
301405000,301407000,proximity
301405000,305414000,proximity
301405000,305407000,proximity
301405000,305421000,proximity
301405000,305420000,proximity
301405000,305416000,proximity
301405000,305413000,proximity
301405000,305419000,proximity
1705102000,1705204000,proximity
600605000,1705204000,proximity
1705105000,1705204000,proximity
1705110000,1705204000,proximity
1705204000,1705207000,proximity
1705108000,1705204000,proximity
1705204000,1705212000,proximity
506203000,804821000,proximity
506203000,804817000,proximity
506203000,804804000,proximity
504118000,506203000,proximity
504119000,506203000,proximity
506203000,506212000,proximity
504114000,506203000,proximity
506203000,506215000,proximity
506203000,506209000,proximity
506203000,506211000,proximity
506203000,506210000,proximity
506203000,506207000,proximity
506203000,506205000,proximity
506203000,506206000,proximity
506203000,506213000,proximity
506203000,506216000,proximity
500511000,506203000,proximity
500506000,506203000,proximity
506203000,506204000,proximity
506203000,506208000,proximity
506203000,506214000,proximity
1908702000,1999904000,proximity
1908702000,1999903000,proximity
1204709000,1908702000,proximity
1908702000,1999901000,proximity
1001306000,1908702000,proximity
1908702000,1908706000,proximity
1908702000,1908708000,proximity
1908702000,1908703000,proximity
1908702000,1908710000,proximity
1908702000,1999905000,proximity
1903615000,1908702000,proximity
1903632000,1908702000,proximity
1908702000,1908711000,proximity
1908702000,1908709000,proximity
1908702000,1908707000,proximity
1903639000,1908702000,proximity
1903631000,1908702000,proximity
1903607000,1908702000,proximity
1903640000,1908702000,proximity
1204705000,1908702000,proximity
1204711000,1908702000,proximity
1204702000,1908702000,proximity
1903630000,1908702000,proximity
1001307000,1908702000,proximity
1903611000,1908702000,proximity
1903641000,1908702000,proximity
1903628000,1908702000,proximity
1903612000,1908702000,proximity
1903620000,1908702000,proximity
1903636000,1908702000,proximity
1903618000,1908702000,proximity
1903609000,1908702000,proximity
1903622000,1908702000,proximity
1903626000,1908702000,proximity
1903627000,1908702000,proximity
1903619000,1908702000,proximity
1903634000,1908702000,proximity
1206317000,1908802000,proximity
1206314000,1908802000,proximity
1206306000,1908802000,proximity
1102406000,1908802000,proximity
1206507000,1908802000,proximity
1206502000,1908802000,proximity
1102410000,1908802000,proximity
1908802000,1908806000,proximity
1102407000,1908802000,proximity
1206511000,1908802000,proximity
1908802000,1908814000,proximity
1206503000,1908802000,proximity
1206510000,1908802000,proximity
1908802000,1908818000,proximity
1908802000,1908817000,proximity
1206508000,1908802000,proximity
1908802000,1908803000,proximity
1908802000,1908811000,proximity
1204714000,1908802000,proximity
1204707000,1908802000,proximity
1204710000,1908802000,proximity
1204704000,1908802000,proximity
1908802000,1908815000,proximity
1204712000,1908802000,proximity
1908802000,1999906000,proximity
1204703000,1908802000,proximity
1206313000,1908802000,proximity
1206318000,1908802000,proximity
1206311000,1908802000,proximity
1206315000,1908802000,proximity
1206504000,1908802000,proximity
1908802000,1908805000,proximity
1908802000,1908820000,proximity
1908802000,1908823000,proximity
1908802000,1908819000,proximity
1908802000,1908813000,proximity
1908802000,1908821000,proximity
1908802000,1908816000,proximity
1908802000,1999907000,proximity
1908802000,1908808000,proximity
1908802000,1999908000,proximity
506204000,804821000,proximity
506204000,804817000,proximity
506204000,804804000,proximity
506204000,804823000,proximity
506204000,804816000,proximity
506204000,506212000,proximity
506204000,506215000,proximity
506204000,506209000,proximity
506204000,506211000,proximity
506204000,506210000,proximity
506204000,506205000,proximity
506204000,506206000,proximity
506204000,506213000,proximity
506204000,506216000,proximity
500511000,506204000,proximity
506204000,804811000,proximity
506204000,506208000,proximity
506204000,506214000,proximity
1108202000,1600302000,proximity
1108207000,1600302000,proximity
1600302000,1600310000,proximity
1600302000,1600313000,proximity
1600302000,1606812000,proximity
1600302000,1600312000,proximity
1600302000,1600305000,proximity
1600302000,1606803000,proximity
1600302000,1600304000,proximity
1600302000,1600307000,proximity
1600302000,1606809000,proximity
1600302000,1600311000,proximity
1600302000,1606817000,proximity
1600302000,1600308000,proximity
803710000,803721000,proximity
702253000,803710000,proximity
803708000,803710000,proximity
702236000,803710000,proximity
803710000,803731000,proximity
803710000,803724000,proximity
803710000,803730000,proximity
803710000,803735000,proximity
803710000,803728000,proximity
803710000,803718000,proximity
803710000,803725000,proximity
803710000,803749000,proximity
803710000,803746000,proximity
803710000,803748000,proximity
803710000,803739000,proximity
803710000,803744000,proximity
803710000,803722000,proximity
803710000,803736000,proximity
803710000,803738000,proximity
803710000,803717000,proximity
803710000,803741000,proximity
803710000,803733000,proximity
803710000,803723000,proximity
803710000,803726000,proximity
803710000,803715000,proximity
803710000,803750000,proximity
803710000,803714000,proximity
803710000,803743000,proximity
803710000,831600000,proximity
803710000,803740000,proximity
405606000,405620000,proximity
405606000,405631000,proximity
405606000,405621000,proximity
405606000,405636000,proximity
405606000,405632000,proximity
1606704000,1606723000,proximity
1606704000,1606707000,proximity
1606704000,1606710000,proximity
1606704000,1606716000,proximity
1606704000,1606708000,proximity
1606704000,1606720000,proximity
1606704000,1606718000,proximity
1606704000,1606721000,proximity
1606704000,1608502000,proximity
102806000,102822000,proximity
102805000,102806000,proximity
102806000,102809000,proximity
102806000,102816000,proximity
102806000,102821000,proximity
102806000,102820000,proximity
102806000,102812000,proximity
102806000,102817000,proximity
102806000,102818000,proximity
102806000,102807000,proximity
102806000,102823000,proximity
102806000,102810000,proximity
102806000,102815000,proximity
102806000,1408101000,proximity
102806000,201524000,proximity
102806000,201511000,proximity
105516000,307113000,proximity
105516000,105520000,proximity
105516000,105519000,proximity
105516000,105521000,proximity
105516000,105522000,proximity
105516000,105523000,proximity
105516000,105542000,proximity
105503000,105516000,proximity
103308000,105534000,proximity
103308000,105533000,proximity
103308000,103313000,proximity
103308000,103317000,proximity
103308000,103312000,proximity
103308000,103320000,proximity
103308000,105530000,proximity
103308000,105541000,proximity
103308000,1401106000,proximity
103308000,1401113000,proximity
103308000,1401110000,proximity
103308000,1401112000,proximity
103308000,1401107000,proximity
103308000,103309000,proximity
103308000,103311000,proximity
103308000,103314000,proximity
103308000,103316000,proximity
103308000,103315000,proximity
103308000,1401114000,proximity
103308000,1401108000,proximity
103308000,1401109000,proximity
103308000,103318000,proximity
102931000,103308000,proximity
103308000,103319000,proximity
103308000,103310000,proximity
102933000,103308000,proximity
103308000,1401111000,proximity
203105000,203112000,proximity
203105000,203135000,proximity
203105000,203109000,proximity
203105000,203129000,proximity
203105000,203124000,proximity
203105000,203132000,proximity
203105000,203108000,proximity
203105000,203107000,proximity
203105000,203116000,proximity
203105000,203120000,proximity
203105000,203125000,proximity
203105000,203130000,proximity
203105000,203113000,proximity
203105000,203131000,proximity
203105000,203114000,proximity
203105000,203137000,proximity
203105000,203126000,proximity
203105000,203123000,proximity
203105000,1404406000,proximity
203105000,203119000,proximity
203105000,203118000,proximity
203105000,203122000,proximity
203105000,203136000,proximity
203105000,203106000,proximity
203105000,1403213000,proximity
203105000,203134000,proximity
203105000,1404405000,proximity
102904000,102932000,proximity
102904000,102908000,proximity
102904000,102929000,proximity
102904000,102924000,proximity
102904000,102916000,proximity
102904000,102915000,proximity
102904000,102910000,proximity
102904000,102909000,proximity
102904000,102917000,proximity
102904000,102911000,proximity
102904000,102933000,proximity
102904000,102925000,proximity
102904000,102906000,proximity
102904000,102927000,proximity
102904000,102918000,proximity
102904000,102922000,proximity
102904000,102907000,proximity
102904000,1400114000,proximity
102904000,102926000,proximity
102904000,1400119000,proximity
102904000,1400127000,proximity
102904000,1400116000,proximity
102904000,102913000,proximity
102904000,102914000,proximity
102904000,1400121000,proximity
102904000,102934000,proximity
102904000,102923000,proximity
102904000,102921000,proximity
102904000,102919000,proximity
102904000,102928000,proximity
102904000,102912000,proximity
102904000,1400123000,proximity
102904000,1400117000,proximity
102904000,1400118000,proximity
102904000,1400124000,proximity
102904000,1400112000,proximity
102904000,1400107000,proximity
102904000,1400108000,proximity
102904000,102920000,proximity
102904000,1400106000,proximity
102904000,1404410000,proximity
102904000,1404409000,proximity
102904000,1400126000,proximity
102904000,1400105000,proximity
102904000,1400120000,proximity
102904000,1400113000,proximity
102904000,1400110000,proximity
600405000,600606000,proximity
600405000,600615000,proximity
600405000,600413000,proximity
600405000,600408000,proximity
600405000,600411000,proximity
600405000,600416000,proximity
600405000,600417000,proximity
600405000,600611000,proximity
600405000,600406000,proximity
600405000,600414000,proximity
600405000,1705915000,proximity
600405000,1705907000,proximity
600405000,600610000,proximity
600405000,600412000,proximity
600405000,1705914000,proximity
301406000,301409000,proximity
301406000,305412000,proximity
301406000,305410000,proximity
301406000,305422000,proximity
301406000,1381600000,proximity
301406000,301414000,proximity
301406000,301412000,proximity
301406000,301411000,proximity
301406000,301416000,proximity
301406000,301410000,proximity
301406000,301423000,proximity
301406000,305406000,proximity
301406000,1381500000,proximity
301406000,1381701000,proximity
301406000,1381100000,proximity
301406000,1380600000,proximity
301406000,1380400000,proximity
301406000,1380900000,proximity
301406000,1380300000,proximity
301406000,405813000,proximity
301406000,1381200000,proximity
301406000,1380500000,proximity
301406000,405805000,proximity
301406000,1381400000,proximity
301406000,1380700000,proximity
301406000,405802000,proximity
301406000,1381300000,proximity
301406000,405811000,proximity
301406000,1380100000,proximity
301406000,405808000,proximity
301406000,301420000,proximity
301406000,301413000,proximity
301406000,301424000,proximity
301406000,301421000,proximity
301406000,305417000,proximity
301406000,301419000,proximity
301406000,305405000,proximity
301406000,304904000,proximity
301406000,304925000,proximity
301406000,304908000,proximity
301406000,304924000,proximity
301406000,304927000,proximity
301406000,301408000,proximity
301406000,301415000,proximity
301406000,301417000,proximity
301406000,301418000,proximity
301403000,301406000,proximity
301406000,301422000,proximity
301406000,305418000,proximity
301406000,305408000,proximity
301406000,301407000,proximity
301406000,305414000,proximity
301406000,305407000,proximity
301406000,305421000,proximity
301406000,305420000,proximity
301406000,305416000,proximity
301406000,305413000,proximity
301406000,305419000,proximity
301406000,305411000,proximity
1705307000,1705322000,proximity
1705307000,1705309000,proximity
1903607000,1908710000,proximity
1903607000,1999905000,proximity
1903607000,1903615000,proximity
1903607000,1903635000,proximity
1903607000,1903632000,proximity
1003515000,1903607000,proximity
1903607000,1903623000,proximity
1903607000,1903614000,proximity
1903607000,1908711000,proximity
1903607000,1908709000,proximity
1903607000,1908707000,proximity
1903607000,1903639000,proximity
1903607000,1903631000,proximity
1903607000,1903640000,proximity
1204705000,1903607000,proximity
1204711000,1903607000,proximity
1903607000,1903630000,proximity
1001307000,1903607000,proximity
1903607000,1903611000,proximity
1903607000,1903641000,proximity
1903607000,1903628000,proximity
1903607000,1903612000,proximity
1903607000,1903620000,proximity
1903607000,1903636000,proximity
1903607000,1903618000,proximity
1903607000,1903609000,proximity
1903607000,1903622000,proximity
1903607000,1903626000,proximity
1903607000,1903627000,proximity
1903607000,1903629000,proximity
1903607000,1903619000,proximity
1903607000,1903616000,proximity
1903607000,1903621000,proximity
